"#","Url","Title","Author","Published Date","Published Time","TimeZone","Emotions","FB Shares","Total Page Views","FB CTR","FB Ad ID"
1,"https://kasra.co/1MEVx","رجل آلي يدعى روكو. قد ينقذ حياة كثير من الأشخاص يوماً ما","عبدالله القحطاني","2016-09-23","06:00","AST","surprise",13,"5",0.46189376443418,"6050471329543"
2,"https://kasra.co/trWRk","12 صورة مبهجة تعبّر عما نحلم أن تتحول إليه حياتنا بعد الزواج من محبة وعشق. فنحن لا نطلب الكثير","ندى حنان","2016-09-23","07:00","AST","surprise",164,"160",5.0541516245487,"6050478951943"
3,"https://kasra.co/cZaub","إشارة الواي فاي ضعيفة عندك؟ اصنع مقوّي إشارة في 20 ثانية والنتائج مذهلة","بشرى أحمد","2016-09-23","08:00","AST","surprise",12,"366",4.5541706615532,"6050481198743"
4,"https://kasra.co/HlbPm","هل أنت خبير في التنظيف يا ترى؟","حلا مرقه","2016-09-23","08:30","AST","laughter",39,"103",0.89358245329001,"6050482234343"
5,"https://kasra.co/HNqBC","تزوجت ومازلت آنسة ","شروق طارق","2016-09-23","09:00","AST","sadness",117,"101",0,
6,"https://kasra.co/QTBqh","مشاهير رحلوا بحوادث أليمة. وليناردو دي كابريو الناجي الوحيد","ياسمينة الحربي","2016-09-23","10:00","AST","anger",40,"67",2.2526146419952,"6050485881343"
7,"https://kasra.co/8sxf6","لحظة في حياة هشام خرما","نور بلبل","2016-09-23","11:00","AST","surprise",18,"28",0.63761955366631,"6050488721543"
8,"https://kasra.co/DoSXu","ما مدى دقتك في تمييز الألوان؟ اختبار سيكشف مدى قدرتك على تمييز الألوان","سوزان السويركي","2016-09-23","11:30","AST","surprise",157,"887",2.2297013041649,"6050490444143"
9,"https://kasra.co/7aseI","بالصور: أول عرض أزياء للمحجبات في أسبوع الموضة في نيويورك يلفت أنظار العالم","ليلى المنسي","2016-09-23","12:00","AST","surprise",69,"30",1.7723880597015,"6050491558343"
10,"https://kasra.co/enmzu","ماذا يفعل المسافرون في المطار قبل ركوب الطائرة؟!","نعيمة علواش","2016-09-23","13:00","AST","sadness",21,"34",1.8486672398968,"6050493981743"
11,"https://kasra.co/hHMdy","اختبار الشخصية التالي سيحلل لك شخصيتك بناء على مخيلتك","حلا مرقه","2016-09-23","13:30","AST","joy",141,"277",3.4927458355723,"6050495108543"
12,"https://kasra.co/1Ande","تبذير المال على العطور العالمية وفي النهاية رائحة العطر مختلفة وسريعة الزوال؟ افحص العطر قبل شرائه","آلاء الغامدي","2016-09-23","14:00","AST","surprise",57,"57",2.2332506203474,"6050496538743"
13,"https://kasra.co/D6nTJ","هل تستطيع التعرف على المشاهير من دورهم الأول في الأفلام؟","إيهاب عبدالفتاح","2016-09-23","15:00","AST","surprise",41,"44",3.5606820461384,"6050500445743"
14,"https://kasra.co/NCzcb","هل تمتلك معرفة في قوانين المساحة للأشكال الهندسية؟ إذاً فلتجتز هذا الاختبار","سوزان السويركي","2016-09-23","15:30","AST","surprise",28,"48",1.1969532100109,"6050502107543"
15,"https://kasra.co/YIrSu","الانتظار الممل","نعيمة علواش","2016-09-23","16:00","AST","sadness",27,"27",0.64724919093851,"6050504118943"
